Pig,33,38,30,82,104,85,68
Pig,33,38,30,82,189,43,36
Pig,33,38,30,82,104,35,36
Pig,33,38,30,82,337,43,17
Pig,53,39,44,82,104,35,36
Pig,33,38,30,82,104,43,17
Pig,33,153,30,82,113,47,17
Pig,33,38,30,82,104,43,17
Pig,33,39,30,82,104,44,17
Pig,53,39,44,82,118,35,36
Pig,33,38,30,82,118,43,17
Pig,33,38,30,82,104,43,17
Pig,33,38,30,82,104,43,17
Pig,33,39,30,174,104,47,17
Pig,33,38,30,82,104,43,17
Pig,33,38,30,82,118,43,17
Pig,33,39,44,82,118,35,36
Pig,361,153,30,82,113,47,68
Pig,33,39,134,82,104,43,17
Pig,33,38,30,82,104,35,36
Pig,33,38,30,82,189,43,36
Pig,53,39,123,82,104,35,36
Pig,53,39,123,82,104,35,36
Pig,33,38,30,82,104,43,36
Pig,33,39,30,82,104,43,17
Pig,33,38,30,82,104,85,17
Pig,33,38,30,82,104,85,68
Pig,33,38,30,82,104,43,17
Pig,53,39,44,82,104,35,36
Pig,33,38,30,82,104,85,68
Pig,33,38,30,82,104,43,17
Pig,33,39,30,82,113,47,68
Pig,33,38,30,82,104,43,36
Pig,33,38,30,82,118,43,17
Pig,33,39,30,174,104,44,17
Pig,33,38,30,82,104,85,68
Pig,33,39,30,174,104,44,17
Pig,33,38,30,82,118,43,17
Pig,33,38,30,82,104,43,17
Pig,33,39,30,82,104,35,36
Pig,33,39,44,82,104,43,36
Pig,33,38,30,82,104,43,17
Pig,33,153,30,82,104,35,36
Pig,53,39,44,82,104,35,36
Pig,33,39,30,82,104,35,36
Pig,423,39,44,82,104,35,36
Pig,53,39,44,82,104,35,36
Pig,33,39,66,82,104,44,17
Pig,33,39,30,565,104,47,17
Pig,33,39,30,82,113,35,17
Pig,33,39,30,240,104,44,17
Pig,53,39,44,82,104,35,36
Pig,32,261,30,78,104,43,17
Pig,53,39,44,82,104,35,36
Pig,32,39,44,82,104,85,36
Pig,33,38,30,82,104,85,68
Pig,32,39,44,79,104,117,17
Pig,33,153,30,82,104,394,36
Pig,33,38,30,82,104,43,17
Pig,33,38,30,82,104,85,68
Pig,33,39,30,82,104,117,17
Pig,33,38,30,82,104,35,17
Pig,53,38,30,81,118,35,36
Pig,33,39,30,82,113,44,17
Pig,33,38,30,82,104,394,17
Pig,33,39,30,82,104,35,17
Pig,32,38,30,82,104,35,17
Pig,33,38,30,82,104,394,17
Pig,33,39,30,78,104,35,17
Pig,33,39,30,82,104,44,17
Pig,33,39,30,78,104,35,17
Pig,33,39,30,78,104,35,17
Pig,33,39,30,82,104,35,17
WB,35,43,9,5,121,46,21
WB,26,43,9,101,8,46,21
WB,33,39,30,79,104,35,17
WB,258,174,207,193,336,590,131
WB,64,22,85,98,134,101,16
WB,64,22,203,100,134,591,16
WB,64,22,459,100,134,94,16
WB,18,22,77,98,122,101,16
WB,18,22,77,98,122,101,16
WB,76,22,460,100,751,592,60
WB,64,133,203,142,134,160,60
WB,64,22,121,100,752,3,16
WB,80,89,71,98,652,594,16
WB,64,105,203,100,134,94,16
WB,64,89,20,98,134,593,16
WB,64,105,203,100,134,94,16
WB,64,133,71,98,652,94,16
WB,64,22,31,100,134,103,16
WB,64,288,71,98,652,94,16
WB,64,22,203,100,134,258,16
WB,64,226,85,100,134,54,16
WB,258,174,474,193,753,595,131
WB,18,235,475,18,134,285,6
WB,18,22,77,98,122,101,16
WB,64,19,20,98,754,101,16
WB,64,288,203,189,134,94,60
WB,64,22,121,100,134,270,16
WB,64,22,85,98,652,270,60
WB,64,89,20,77,122,103,16
WB,64,22,203,100,134,103,16
WB,18,89,77,98,122,101,16
WB,64,22,20,100,134,101,171
WB,258,174,207,193,336,314,229
WB,64,22,212,97,122,301,16
WB,64,22,85,98,652,270,60
WB,396,162,476,100,194,101,60
WB,270,98,5,397,511,596,304
WB,37,52,57,26,380,29,23
WB,76,70,496,104,116,109,31
WB,64,89,85,189,134,101,16
WB,64,583,22,111,122,303,16
WB,64,288,203,189,134,187,60
WB,258,174,497,193,574,615,131
WB,64,22,310,100,134,94,16
WB,64,22,212,97,122,301,16
WB,27,99,498,104,774,285,31
